Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Sándor Tibor,2023-05-07 00:00,0,0
Sándor Tibor,2023-05-07 01:00,0,0
Sándor Tibor,2023-05-07 02:00,0,0
Sándor Tibor,2023-05-07 03:00,0,0
Sándor Tibor,2023-05-07 04:00,0,0
Sándor Tibor,2023-05-07 05:00,0,0
Sándor Tibor,2023-05-07 05:15,1.2,0
Sándor Tibor,2023-05-07 05:30,66.4,0
Sándor Tibor,2023-05-07 05:45,161.7,0
Sándor Tibor,2023-05-07 06:00,402.0,0
Sándor Tibor,2023-05-07 06:15,1067.0,0
Sándor Tibor,2023-05-07 06:30,1363.2,0
Sándor Tibor,2023-05-07 06:45,1668.4999,0
Sándor Tibor,2023-05-07 07:00,964.8,0
Sándor Tibor,2023-05-07 07:15,1052.4,0
Sándor Tibor,2023-05-07 07:30,1588.5,0
Sándor Tibor,2023-05-07 07:45,3320.9001,0
Sándor Tibor,2023-05-07 08:00,2335.5,0
Sándor Tibor,2023-05-07 08:15,2503.5999,0
Sándor Tibor,2023-05-07 08:30,2666.4,0
Sándor Tibor,2023-05-07 08:45,2810.4,0
Sándor Tibor,2023-05-07 09:00,2816.9,0
Sándor Tibor,2023-05-07 09:15,5783.2,0
Sándor Tibor,2023-05-07 09:30,2295.4998,0
Sándor Tibor,2023-05-07 09:45,3630.6997,0
Sándor Tibor,2023-05-07 10:00,8943.4,0
Sándor Tibor,2023-05-07 10:15,5016.0,0
Sándor Tibor,2023-05-07 10:30,4954.5,0
Sándor Tibor,2023-05-07 10:45,4613.9,0
Sándor Tibor,2023-05-07 11:00,7691.1006,0
Sándor Tibor,2023-05-07 11:15,7612.0996,0
Sándor Tibor,2023-05-07 11:30,11433.899,0
Sándor Tibor,2023-05-07 11:45,6786.0,0
Sándor Tibor,2023-05-07 12:00,6724.8,0
Sándor Tibor,2023-05-07 12:15,5162.8,0
Sándor Tibor,2023-05-07 12:30,11238.4,0
Sándor Tibor,2023-05-07 12:45,11342.899,0
Sándor Tibor,2023-05-07 13:00,10911.7,0
Sándor Tibor,2023-05-07 13:15,8490.5,0
Sándor Tibor,2023-05-07 13:30,11008.4,0
Sándor Tibor,2023-05-07 13:45,10592.3,0
Sándor Tibor,2023-05-07 14:00,10416.7,0
Sándor Tibor,2023-05-07 14:15,2485.8,0
Sándor Tibor,2023-05-07 14:30,5391.1997,0
Sándor Tibor,2023-05-07 14:45,2850.3,0
Sándor Tibor,2023-05-07 15:00,3017.1,0
Sándor Tibor,2023-05-07 15:15,3247.2002,0
Sándor Tibor,2023-05-07 15:30,3482.2998,0
Sándor Tibor,2023-05-07 15:45,2574.7002,0
Sándor Tibor,2023-05-07 16:00,2540.0,0
Sándor Tibor,2023-05-07 16:15,1960.2999,0
Sándor Tibor,2023-05-07 16:30,1942.6001,0
Sándor Tibor,2023-05-07 16:45,4755.4004,0
Sándor Tibor,2023-05-07 17:00,2028.6,0
Sándor Tibor,2023-05-07 17:15,3657.4998,0
Sándor Tibor,2023-05-07 17:30,3101.0002,0
Sándor Tibor,2023-05-07 17:45,2974.0,0
Sándor Tibor,2023-05-07 18:00,2382.3,0
Sándor Tibor,2023-05-07 18:15,2025.6001,0
Sándor Tibor,2023-05-07 18:30,1450.5,0
Sándor Tibor,2023-05-07 18:45,951.4,0
Sándor Tibor,2023-05-07 19:00,681.49994,0
Sándor Tibor,2023-05-07 19:15,494.69998,0
Sándor Tibor,2023-05-07 19:30,351.19998,0
Sándor Tibor,2023-05-07 19:45,182.4,0
Sándor Tibor,2023-05-07 20:00,66.7,0
Sándor Tibor,2023-05-07 20:15,1.8,0
Sándor Tibor,2023-05-07 20:30,1.4,0
Sándor Tibor,2023-05-07 21:30,0,0
Sándor Tibor,2023-05-07 22:30,0,0
Sándor Tibor,2023-05-07 23:30,0,0
Sándor Tibor,2023-05-07 00:30,0,0
Sándor Tibor,2023-05-07 01:30,0,0
Sándor Tibor,2023-05-07 02:30,0,0
Sándor Tibor,2023-05-07 03:30,0,0
Sándor Tibor,2023-05-07 04:30,0,0
