Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Sándor Tibor,2023-05-05 00:00,0,0
Sándor Tibor,2023-05-05 01:00,0,0
Sándor Tibor,2023-05-05 02:00,0,0
Sándor Tibor,2023-05-05 03:00,0,0
Sándor Tibor,2023-05-05 04:00,0,0
Sándor Tibor,2023-05-05 05:00,0,0
Sándor Tibor,2023-05-05 05:15,1.8,0
Sándor Tibor,2023-05-05 05:30,58.699997,0
Sándor Tibor,2023-05-05 05:45,177.29999,0
Sándor Tibor,2023-05-05 06:00,394.4,0
Sándor Tibor,2023-05-05 06:15,666.6,0
Sándor Tibor,2023-05-05 06:30,1046.7999,0
Sándor Tibor,2023-05-05 06:45,1743.4,0
Sándor Tibor,2023-05-05 07:00,2192.9001,0
Sándor Tibor,2023-05-05 07:15,1668.7001,0
Sándor Tibor,2023-05-05 07:30,2970.5,0
Sándor Tibor,2023-05-05 07:45,3920.4,0
Sándor Tibor,2023-05-05 08:00,4247.0,0
Sándor Tibor,2023-05-05 08:15,4754.6,0
Sándor Tibor,2023-05-05 08:30,5414.8,0
Sándor Tibor,2023-05-05 08:45,5954.0996,0
Sándor Tibor,2023-05-05 09:00,6415.1,0
Sándor Tibor,2023-05-05 09:15,6895.5,0
Sándor Tibor,2023-05-05 09:30,7396.3,0
Sándor Tibor,2023-05-05 09:45,7833.4004,0
Sándor Tibor,2023-05-05 10:00,8307.101,0
Sándor Tibor,2023-05-05 10:15,8768.4,0
Sándor Tibor,2023-05-05 10:30,9223.601,0
Sándor Tibor,2023-05-05 10:45,9571.501,0
Sándor Tibor,2023-05-05 11:00,9573.399,0
Sándor Tibor,2023-05-05 11:15,9832.7,0
Sándor Tibor,2023-05-05 11:30,10187.2,0
Sándor Tibor,2023-05-05 11:45,8543.3,0
Sándor Tibor,2023-05-05 12:00,10288.9,0
Sándor Tibor,2023-05-05 12:15,10103.1,0
Sándor Tibor,2023-05-05 12:30,10149.301,0
Sándor Tibor,2023-05-05 12:45,10703.5,0
Sándor Tibor,2023-05-05 13:00,8277.101,0
Sándor Tibor,2023-05-05 13:15,7886.0005,0
Sándor Tibor,2023-05-05 13:30,6998.4995,0
Sándor Tibor,2023-05-05 13:45,10432.0,0
Sándor Tibor,2023-05-05 14:00,10933.4,0
Sándor Tibor,2023-05-05 14:15,9729.6,0
Sándor Tibor,2023-05-05 14:30,9559.101,0
Sándor Tibor,2023-05-05 14:45,9783.501,0
Sándor Tibor,2023-05-05 15:00,8840.699,0
Sándor Tibor,2023-05-05 15:15,8335.2,0
Sándor Tibor,2023-05-05 15:30,8275.4,0
Sándor Tibor,2023-05-05 15:45,7668.9,0
Sándor Tibor,2023-05-05 16:00,7134.5,0
Sándor Tibor,2023-05-05 16:15,2715.9,0
Sándor Tibor,2023-05-05 16:30,5990.7,0
Sándor Tibor,2023-05-05 16:45,5145.4,0
Sándor Tibor,2023-05-05 17:00,4453.9,0
Sándor Tibor,2023-05-05 17:15,3939.5999,0
Sándor Tibor,2023-05-05 17:30,3437.0996,0
Sándor Tibor,2023-05-05 17:45,3000.4,0
Sándor Tibor,2023-05-05 18:00,2739.9,0
Sándor Tibor,2023-05-05 18:15,2023.1001,0
Sándor Tibor,2023-05-05 18:30,1531.2999,0
Sándor Tibor,2023-05-05 18:45,1151.7999,0
Sándor Tibor,2023-05-05 19:00,757.30005,0
Sándor Tibor,2023-05-05 19:15,291.30002,0
Sándor Tibor,2023-05-05 19:30,198.59998,0
Sándor Tibor,2023-05-05 19:45,111.3,0
Sándor Tibor,2023-05-05 20:00,50.9,0
Sándor Tibor,2023-05-05 20:15,2.1,0
Sándor Tibor,2023-05-05 20:30,1.6,0
Sándor Tibor,2023-05-05 21:30,0,0
Sándor Tibor,2023-05-05 22:30,0,0
Sándor Tibor,2023-05-05 23:30,0,0
Sándor Tibor,2023-05-05 00:30,0,0
Sándor Tibor,2023-05-05 01:30,0,0
Sándor Tibor,2023-05-05 02:30,0,0
Sándor Tibor,2023-05-05 03:30,0,0
Sándor Tibor,2023-05-05 04:30,0,0
