Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Sándor Tibor,2023-05-03 00:00,0,0
Sándor Tibor,2023-05-03 01:00,0,0
Sándor Tibor,2023-05-03 02:00,0,0
Sándor Tibor,2023-05-03 03:00,0,0
Sándor Tibor,2023-05-03 04:00,0,0
Sándor Tibor,2023-05-03 05:00,0,0
Sándor Tibor,2023-05-03 05:30,1.6,0
Sándor Tibor,2023-05-03 05:45,63.9,0
Sándor Tibor,2023-05-03 06:00,151.5,0
Sándor Tibor,2023-05-03 06:15,264.69998,0
Sándor Tibor,2023-05-03 06:30,305.7,0
Sándor Tibor,2023-05-03 06:45,482.80002,0
Sándor Tibor,2023-05-03 07:00,499.5,0
Sándor Tibor,2023-05-03 07:15,672.4,0
Sándor Tibor,2023-05-03 07:30,678.8,0
Sándor Tibor,2023-05-03 07:45,380.3,0
Sándor Tibor,2023-05-03 08:00,469.0,0
Sándor Tibor,2023-05-03 08:15,723.89996,0
Sándor Tibor,2023-05-03 08:30,1074.5,0
Sándor Tibor,2023-05-03 08:45,1242.7,0
Sándor Tibor,2023-05-03 09:00,1368.8,0
Sándor Tibor,2023-05-03 09:15,1748.7999,0
Sándor Tibor,2023-05-03 09:30,2420.9001,0
Sándor Tibor,2023-05-03 09:45,3641.7998,0
Sándor Tibor,2023-05-03 10:00,3723.7998,0
Sándor Tibor,2023-05-03 10:15,3099.2,0
Sándor Tibor,2023-05-03 10:30,3901.5,0
Sándor Tibor,2023-05-03 10:45,3738.0999,0
Sándor Tibor,2023-05-03 11:00,6289.4,0
Sándor Tibor,2023-05-03 11:15,6872.5005,0
Sándor Tibor,2023-05-03 11:30,4493.7,0
Sándor Tibor,2023-05-03 11:45,6025.1,0
Sándor Tibor,2023-05-03 12:00,4235.2,0
Sándor Tibor,2023-05-03 12:15,6648.9004,0
Sándor Tibor,2023-05-03 12:30,7562.1997,0
Sándor Tibor,2023-05-03 12:45,10333.6,0
Sándor Tibor,2023-05-03 13:00,5719.5996,0
Sándor Tibor,2023-05-03 13:15,4814.0,0
Sándor Tibor,2023-05-03 13:30,3692.8,0
Sándor Tibor,2023-05-03 13:45,3815.4001,0
Sándor Tibor,2023-05-03 14:00,3033.1,0
Sándor Tibor,2023-05-03 14:15,3055.9998,0
Sándor Tibor,2023-05-03 14:30,2390.5,0
Sándor Tibor,2023-05-03 14:45,2373.5,0
Sándor Tibor,2023-05-03 15:00,1986.2001,0
Sándor Tibor,2023-05-03 15:15,1287.3,0
Sándor Tibor,2023-05-03 15:30,1198.2999,0
Sándor Tibor,2023-05-03 15:45,2119.5,0
Sándor Tibor,2023-05-03 16:00,1782.9,0
Sándor Tibor,2023-05-03 16:15,1583.1,0
Sándor Tibor,2023-05-03 16:30,1497.2999,0
Sándor Tibor,2023-05-03 16:45,1081.2,0
Sándor Tibor,2023-05-03 17:00,1324.2999,0
Sándor Tibor,2023-05-03 17:15,1289.2001,0
Sándor Tibor,2023-05-03 17:30,1140.2001,0
Sándor Tibor,2023-05-03 17:45,1097.8,0
Sándor Tibor,2023-05-03 18:00,884.3,0
Sándor Tibor,2023-05-03 18:15,832.4,0
Sándor Tibor,2023-05-03 18:30,750.3,0
Sándor Tibor,2023-05-03 18:45,680.0,0
Sándor Tibor,2023-05-03 19:00,973.1,0
Sándor Tibor,2023-05-03 19:15,776.4,0
Sándor Tibor,2023-05-03 19:30,353.39996,0
Sándor Tibor,2023-05-03 19:45,161.7,0
Sándor Tibor,2023-05-03 20:00,55.5,0
Sándor Tibor,2023-05-03 20:15,1.4,0
Sándor Tibor,2023-05-03 20:30,1.4,0
Sándor Tibor,2023-05-03 21:30,0,0
Sándor Tibor,2023-05-03 22:30,0,0
Sándor Tibor,2023-05-03 23:30,0,0
Sándor Tibor,2023-05-03 00:30,0,0
Sándor Tibor,2023-05-03 01:30,0,0
Sándor Tibor,2023-05-03 02:30,0,0
Sándor Tibor,2023-05-03 03:30,0,0
Sándor Tibor,2023-05-03 04:30,0,0
