Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Sándor Tibor,2023-05-04 00:00,0,0
Sándor Tibor,2023-05-04 01:00,0,0
Sándor Tibor,2023-05-04 02:00,0,0
Sándor Tibor,2023-05-04 03:00,0,0
Sándor Tibor,2023-05-04 04:00,0,0
Sándor Tibor,2023-05-04 05:00,0,0
Sándor Tibor,2023-05-04 05:30,56.100002,0
Sándor Tibor,2023-05-04 05:45,134.29999,0
Sándor Tibor,2023-05-04 06:00,316.3,0
Sándor Tibor,2023-05-04 06:15,744.7001,0
Sándor Tibor,2023-05-04 06:30,1160.8,0
Sándor Tibor,2023-05-04 06:45,1618.3999,0
Sándor Tibor,2023-05-04 07:00,2086.4,0
Sándor Tibor,2023-05-04 07:15,2554.7,0
Sándor Tibor,2023-05-04 07:30,3082.4,0
Sándor Tibor,2023-05-04 07:45,3637.2,0
Sándor Tibor,2023-05-04 08:00,4208.8,0
Sándor Tibor,2023-05-04 08:15,4803.9004,0
Sándor Tibor,2023-05-04 08:30,5384.0,0
Sándor Tibor,2023-05-04 08:45,5924.1997,0
Sándor Tibor,2023-05-04 09:00,6415.6006,0
Sándor Tibor,2023-05-04 09:15,6916.2,0
Sándor Tibor,2023-05-04 09:30,7434.5,0
Sándor Tibor,2023-05-04 09:45,7982.5005,0
Sándor Tibor,2023-05-04 10:00,8333.199,0
Sándor Tibor,2023-05-04 10:15,8872.301,0
Sándor Tibor,2023-05-04 10:30,9337.999,0
Sándor Tibor,2023-05-04 10:45,9652.601,0
Sándor Tibor,2023-05-04 11:00,9934.8,0
Sándor Tibor,2023-05-04 11:15,10204.5,0
Sándor Tibor,2023-05-04 11:30,10542.7,0
Sándor Tibor,2023-05-04 11:45,10800.0,0
Sándor Tibor,2023-05-04 12:00,10998.1,0
Sándor Tibor,2023-05-04 12:15,11142.101,0
Sándor Tibor,2023-05-04 12:30,10146.9,0
Sándor Tibor,2023-05-04 12:45,4179.9,0
Sándor Tibor,2023-05-04 13:00,7729.8994,0
Sándor Tibor,2023-05-04 13:15,11406.999,0
Sándor Tibor,2023-05-04 13:30,3460.1,0
Sándor Tibor,2023-05-04 13:45,11870.1,0
Sándor Tibor,2023-05-04 14:00,3773.8003,0
Sándor Tibor,2023-05-04 14:15,8505.5,0
Sándor Tibor,2023-05-04 14:30,10661.399,0
Sándor Tibor,2023-05-04 14:45,10235.3,0
Sándor Tibor,2023-05-04 15:00,9559.6,0
Sándor Tibor,2023-05-04 15:15,2748.8,0
Sándor Tibor,2023-05-04 15:30,3283.4001,0
Sándor Tibor,2023-05-04 15:45,8794.101,0
Sándor Tibor,2023-05-04 16:00,7665.4004,0
Sándor Tibor,2023-05-04 16:15,1728.4,0
Sándor Tibor,2023-05-04 16:30,5692.9,0
Sándor Tibor,2023-05-04 16:45,4874.0,0
Sándor Tibor,2023-05-04 17:00,4173.4,0
Sándor Tibor,2023-05-04 17:15,3997.6003,0
Sándor Tibor,2023-05-04 17:30,3670.2,0
Sándor Tibor,2023-05-04 17:45,3120.5999,0
Sándor Tibor,2023-05-04 18:00,2859.8,0
Sándor Tibor,2023-05-04 18:15,1767.3,0
Sándor Tibor,2023-05-04 18:30,1565.6,0
Sándor Tibor,2023-05-04 18:45,1039.5,0
Sándor Tibor,2023-05-04 19:00,814.2,0
Sándor Tibor,2023-05-04 19:15,733.0,0
Sándor Tibor,2023-05-04 19:30,394.8,0
Sándor Tibor,2023-05-04 19:45,181.0,0
Sándor Tibor,2023-05-04 20:00,70.1,0
Sándor Tibor,2023-05-04 20:15,1.2,0
Sándor Tibor,2023-05-04 20:30,1.6,0
Sándor Tibor,2023-05-04 21:30,0,0
Sándor Tibor,2023-05-04 22:30,0,0
Sándor Tibor,2023-05-04 23:30,0,0
Sándor Tibor,2023-05-04 00:30,0,0
Sándor Tibor,2023-05-04 01:30,0,0
Sándor Tibor,2023-05-04 02:30,0,0
Sándor Tibor,2023-05-04 03:30,0,0
Sándor Tibor,2023-05-04 04:30,0,0
